#2017-12-06
#
##-------------------------------#
### GENERAL INFO
##-------------------------------#
#Annotation file is C:/new//platforms//GPL1261.an.txt.gz
#No probes removed from annotation.
#Expression data file: C:/new/AD_mouse_model_project/data_and_QC/GEO_data/normalized_matrix//GSE48622_RMA_normalized.data.tsv
#No probes removed due to missing value.
#
#number of rows: 45101
#number of samples: 16
#Factor: Genotype (4 levels): APLP2_KO: n=4, APP_KO: n=4, N_dC_KO: n=4, WT: n=4
#Factor: OrganismPart (1 levels): Hippocampus: n=16
#Factor: Gender (1 levels): M: n=16
#Factor: Timepoint (1 levels): 2_months: n=16
#
#
### Model test for factor: Genotype
#p-value: 0.00185810259135405; Statistic: 10.6778138012036; Expected: 7.10935249061112; Std.dev: 1.02109576229459; #Cov: 45101
##-------------------------------#
### Sample Outliers
##-------------------------------#
#Sample outlier defined by 2 sd away from mean sample to sample correlation. 
#No outliers detected
##-------------------------------#
### LIMMA DE ANALYSIS
##-------------------------------#
#2017-12-06----Dataset: GSE48622
#Imported R objects: C:/new/AD_mouse_model_project/data_and_QC/all_data/explore_data/analysis_mode/GSE48622/results/GSE48622_objects.Rdata
#
#
##-------------------------------#
# MODEL INFO
##-------------------------------#
#Factors for limma analysis: Genotype
#Model: model.matrix( ~ Genotype, data = array_design)
#16 samples, 45101 probes
#coefficients: (Intercept), GenotypeAPLP2_KO, GenotypeAPP_KO, GenotypeN_dC_KO
#q value threshold:0.1
#Factor: Genotype; baseline: WT, coefficient: GenotypeAPLP2_KO
#  DE genes: 58, up: 25, down: 33
#GSE48622_APLP2_KO: original input has 45101 probesets; mapped probesets: 29597; probes mapped to multiple genes to be removed (except for insulin): 597; genes with multiple probesets are BH corrected. New data has 17584 genes.
GSE48622_APLP2_KO	GeneSymbols
0.0181772310201634	Mustn1
0.0182055244231272	Tbl1x
0.0182387380799056	Axin2
0.0182667097732525	Obp2a
0.0182902006722636	Whsc1l1
0.0183245564218686	Angpt4
0.0183296097292275	Mycn
0.0183308218136754	Inhbe
0.0183669649010131	Kdm5a
0.0183696943657574	Nefl
0.0183846072441071	Rec114
0.0184059863173012	Prtn3
0.0184412053009072	Cyp2c29
0.0184524183604875	1700022A21Rik
0.0185181745222443	Ung
0.0185203574603114	Galnt2
0.0185597919064178	Evx2
0.0186176047856889	Sertm1
0.0186209429592463	Iba57
0.0186539552541433	Vgll4
0.0187022289338932	Nphs2
0.0187104838108317	Tnrc6b
0.018721841615088	Mttp
0.0187402483113686	Tmem150b
0.0187455099862786	Trub1
0.0187719381172932	Spink3
0.0187867451243058	Asb9
0.0189949606911982	Serpina7
0.0191690387791286	5330434G04Rik
0.0192182170139838	2310009A05Rik
0.0192945028722157	Tmem30c
0.0193342445934557	C330024D21Rik
0.0193549461174808	Cdc37
0.019360777431615	Ppp1r26
0.0195809578632901	Dok4
0.0196302647646099	Rbm38
0.0196406364202463	Ly6f
0.0196744563690008	Hoxa11
0.0197180325429127	Pramel1
0.0197680400823714	Prr15l
0.0199400589119294	Ikzf2
0.019985653896935	Wdr38
0.0200455322457112	Sbf2
0.020172821281403	Slc16a10
0.020273096684888	Taf4b
0.0203680245147505	Lrrc71
0.0203817809391743	Igll1
0.020387075185995	Rnf222
0.0204159769709757	Slc16a14
0.0204225291671838	Celf3
0.0204282691859699	Foxa2
0.0204287532606763	Sdr16c5
0.0205394884409465	Obscn
0.0206705041410396	Ros1
0.020671435710429	Ccl4
0.0207228212836674	1700012I11Rik
0.0207760729918191	Scfd2
0.0208148270233121	Ppic
0.0208780609774556	4930483O08Rik
0.0210301844422102	Proz
0.0210400070626923	6430548M08Rik
0.021059472511477	3110043O21Rik
0.0210885510993536	Hoxa7
0.0211167917563168	Dynll2
0.0211192997873745	4930435E12Rik
0.0211193112382676	Hsf4
0.0212224343382482	Cpxm1
0.0212630068982231	Gm11545
0.0213098098432765	Barhl2
0.0214158264480294	AU023762
0.0214369420563261	5830444B04Rik
0.0214905230648508	Lpar3
0.0215981085190086	Cd4
0.0216091138434684	Slc6a11
0.0216356461643419	C3
0.0216997992587632	Grid1
0.0217287972154372	1700093K21Rik
0.0218631867079814	Gkn2
0.0219102016187043	Pou5f1
0.0219204583982272	6430571L13Rik
0.0219279144540127	Zbtb16
0.0219637031596063	Slc8a1
0.02197107599027	Cdk12
0.0220021426023365	Taf15
0.0220872111616652	Icam1
0.0221190089103657	1700001O22Rik
0.0222801823092952	Vash1
0.022299255934045	BC005561
0.0223512078632756	Ccdc33
0.0223677731241425	Gli1
0.022407908647221	Pla2g4d
0.0224140006691026	Nynrin
0.022443661847085	Slc38a4
0.0224704059457003	Cpsf4
0.0225047415855615	Gkn1
0.0225157493920974	Tmc2
0.0225291219338671	Zpbp2
0.0225670788376547	Zfp109
0.0225687768944581	4930471M09Rik
0.0225762305481259	Tff2
0.0226592140001352	Krtap9-3
0.0226699928392113	Parp16
0.0226754558341276	Ldoc1l
0.0227130134825284	N4bp2
0.0227137903642177	Adnp
0.0227222373176065	Neil1
0.0227443488209993	Hr
0.0227449903227632	Grid2ip
0.0227782705563345	Adcy10
0.0229766849102243	Slc5a11
0.0229926055377838	Scn4b
0.0230215772540283	Myoz3
0.0230303404738325	Ces5a
0.0231014278294095	Clca4a
0.0231131614692403	Adra1a
0.0231264915252213	Dot1l
0.0231993139849828	2310022B05Rik
0.0232681763256194	Esrrb
0.0232813100560307	Dlc1
0.023329551598804	Pspn
0.0233554453231322	Slc34a1
0.0233695463080564	Prima1
0.0233754627955093	Kcne4
0.0233926372010332	Slc6a2
0.0234502626676998	Pom121l12
0.023452310330941	BC048562
0.0234629517502818	Cyp4f39
0.0234798263168896	Apold1
0.0234863168513431	Asz1
0.0235457450361616	Hcn1
0.0235957161330103	Samd1
0.0237136078875011	Chst4
0.0237159482115423	Hmha1
0.0237435986720889	Cldn14
0.0237746760745553	4921501E09Rik
0.0238259373826326	Prss37
0.0238351103154021	Serac1
0.023898723023215	Cym
0.0239218645144188	Proser2
0.0239364243428411	Ccr9
0.0240386530545514	Tmem258
0.0240726152417951	Tmem114
0.0241140194747903	Myct1
0.0241927162880261	Sept11
0.0242353325937285	Tagln2
0.0243068324401754	Helz
0.0243101861184727	Syce1
0.024310375245222	Prss32
0.0243253470512407	Hrh4
0.0243318334135675	Gstt4
0.0243391312710945	1700084J12Rik
0.0243613645387955	Pear1
0.0243664468554792	Lnx2
0.0243948844029611	Tbx19
0.0244669014483462	Ces4a
0.0245167906197566	Lep
0.0245565562974248	Ubn2
0.02465736266976	Hoxb9
0.0247230250061899	Kif26a
0.0247483303623128	Stox2
0.0247537297284437	Crb1
0.0248301276346595	4921506M07Rik
0.024842137458433	Trabd
0.0248555259073734	Pank1
0.0250168771053463	1700122O11Rik
0.0250599677130649	Nr0b2
0.0251193061499228	Cnr1
0.0251700153051827	Ulk4
0.0251895043115402	Sertad3
0.0252861692793421	Prkd3
0.0253004832743382	Hormad2
0.025310275211944	Ranbp3l
0.025365886471301	Ccl8
0.0254008341045911	Ptger1
0.0254838720513148	Bcl2l10
0.0255167368546724	Mrgprf
0.0255800964471756	Has1
0.0256002180582739	Oas3
0.0256036009706064	Cryba4
0.025695322114428	Pah
0.0257208557691666	Krt16
0.0257877553846041	Zbtb32
0.0257976581167446	Hrc
0.025857032560361	Pitpnc1
0.0258636659046392	Arhgap24
0.0258972215469389	Acad9
0.0258990458157346	Shisa3
0.0260130311536773	Pik3r6
0.0260815535616367	Rptoros
0.0261273343146562	Rnd1
0.0261920027854576	Mib1
0.026284176748295	Slc22a14
0.0262952536440309	Aicda
0.0264668178729218	Mybph
0.0264679964887402	Slc7a14
0.0265349639808141	4930467D21Rik
0.026550982298136	Adgrl1
0.026563556800825	E030024N20Rik
0.026587190182519	4930456L15Rik
0.0266511287844145	Fut4-ps1
0.0266513668640237	Thra
0.0266643012089873	Olfr639
0.0267496838821641	Smr3a
0.0267965864129375	Vax1
0.0270664759355923	Pigu
0.0270989974993436	Plk1
0.0271394240071102	Pigt
0.0271803632761025	Lrrc69
0.0271954165982334	Ptprv
0.0272149279381918	Mamstr
0.0272406137025332	Dmrtb1
0.027261875239615	Foxn4
0.0272990411842577	2810433D01Rik
0.0273431536117248	Gng3
0.0274035516702167	Gdpd5
0.0275732500623325	6430411K18Rik
0.0275919628578571	Arl13a
0.027662096203066	Dll1
0.0277475455965542	1810034E14Rik
0.0278036660528485	Igfbpl1
0.027820536879566	Fabp7
0.0279817006704596	Fam209
0.0280046299502974	Fn1
0.0281124637558157	Taf7l
0.0281374771893359	AU015228
0.0281392599159684	Efnb2
0.0281948903232378	Cdx4
0.0282243652942361	B3glct
0.0282546078815383	4930486L24Rik
0.0283880982888315	Prr22
0.0283910543473527	Prr11
0.028418269807211	D030018L15Rik
0.0285160661833987	1700120E14Rik
0.0286232117108804	Zswim6
0.0286237538158718	Epb4.2
0.0286278375440468	Lmna
0.0287227494034285	Tmem198b
0.0287320396555697	Ttc28
0.0288796536564087	Polr1b
0.028976182972307	4833427F10Rik
0.0289813832085404	Wfdc17
0.029020961570518	4933417D19Rik
0.0292918229143154	Rbm43
0.0293758787138279	Neto1
0.0293913211222627	Socs1
0.0293999049438125	Slc4a7
0.0294581384082634	Slc6a12
0.0294853349806131	Baalc
0.0295035286090826	Tmsb10
0.0295409205897539	Depdc7
0.0297897577117817	4933431G14Rik
0.0297908715252001	Zdhhc11
0.0298194033985461	4930594C11Rik
0.0298587134299802	Serpinb5
0.0299650671581101	Pdgfb
0.0299846733008785	Rph3a
0.0300534302628047	Aldh4a1
0.0301155141681533	Syne2
0.0301156599783294	Pou2f1
0.0301212049097314	Zglp1
0.0301979054548078	Arl13b
0.0301996677786615	Cpn1
0.0302354209863564	Astn1
0.0303073275286748	Sema3c
0.0303368476486144	Obp1a
0.0304276603882727	A930005H10Rik
0.0304319434939586	Klhl35
0.0304527149712025	Ppargc1b
0.0305584245556277	Cerk
0.0305677223058573	Ptgdr2
0.0306399176639662	4930592I03Rik
0.0307335527708024	Lhpp
0.0307474792581899	Cpa6
